,ICLN,QCLN,ARKQ,BOTZ,ROBO
2018-04-18,21.448128602148433,22.46155565761277,17.63648517666224,11.57033251069564,17.425986534822528
2018-04-19,21.725568499334454,21.965919788080843,18.35686687360814,11.975253848230796,17.957962438468698
2018-04-20,21.443821315247067,21.781880463441194,17.839647839243465,11.895085689601059,18.36875950538291
2018-04-23,21.823407183692016,21.567880701941295,18.15135630217093,12.175026740083304,18.960135594920395
2018-04-24,22.09278708678778,21.371316267040235,18.841697177878054,12.229752891772485,19.931518057616675
2018-04-25,21.986029229391434,21.787305349845074,18.577732139145404,12.098722108819224,19.86141738712674
2018-04-26,22.076838946224072,21.154379097875285,17.87158306121281,12.992465735809954,19.538364277709675
2018-04-27,22.41194322046477,20.912629478009322,17.743724957430906,12.853804498654442,19.716890727627938
2018-04-30,22.01325520203362,20.49628941276761,18.088396249212053,12.672082276109046,19.786143404835858
2018-05-01,22.328851505614445,19.903691023558913,18.264996614411167,12.66347411559356,20.06740369970901
2018-05-02,22.44728930796198,20.728689512685108,19.22236098535265,13.062691589515769,20.92705100560368
2018-05-03,22.24492459469403,19.685342296620643,18.23973191549756,12.330775330986405,20.807596407469692
2018-05-04,22.268508732900266,19.66886237237735,18.713345981840384,12.067419230103251,21.20262433320516
2018-05-07,23.070852186118884,19.73297396949598,18.349789775189304,12.399844712501052,21.407597989128185
2018-05-08,22.849372637787415,19.58473671444498,18.348869460848807,12.578499221022428,20.535447827149646
2018-05-09,22.74838734037587,19.502801369545068,18.313588325766347,12.606369340037883,20.383039338394127
2018-05-10,23.316704818009935,19.552094852816676,17.84240874857919,12.430992723550656,20.525706970758666
2018-05-11,23.221778535168767,19.465517238906237,17.597246946120194,11.988284215565642,20.920725800848427
2018-05-14,24.355735982055855,19.39693104920371,17.674787894847537,11.73607592644132,20.887331389378215
2018-05-15,25.330049495136194,19.23412812685116,17.648476238656777,11.562615301879523,20.334701934414706
2018-05-16,25.082314504629053,19.11403305824134,17.108000799275487,11.334613874388031,20.413409926244654
2018-05-17,25.326110616283767,18.86462733703477,17.24940629747931,11.864579733250235,19.991310318844036
2018-05-18,26.378328532322875,18.80107679689507,18.304587941538195,11.699709123957877,20.114879988167733
2018-05-21,26.79829275383809,18.437400082672074,18.830287442591903,11.777923940766062,19.90602208265375
2018-05-22,26.703255932907076,17.905047548301045,19.520084218249153,11.637227040487167,20.047833942848687
2018-05-23,27.358609866724333,18.130964787118266,20.161307905019363,11.543944883254758,20.312729102971762
2018-05-24,27.721835947702633,18.35561632385514,19.900555439040485,12.26160859426697,20.111103010464873
2018-05-25,28.34150345479783,17.438575406500355,20.195845042227603,12.376201359294454,19.908897274140553
2018-05-28,28.47043365951977,17.229493176964542,21.354780458797663,12.079748481286419,19.718291784285586
2018-05-29,28.3192928814445,17.3363481981104,21.850395369308004,11.917880955934285,19.227700132515167
2018-05-30,28.310266537325738,17.32478833667686,22.502066139024517,11.84642289721838,18.944193094022072
2018-05-31,28.654038247715157,17.146877058979914,21.90890881211877,11.994332673041338,19.153385463412885
2018-06-01,28.777147338123765,17.707379481843223,21.267118734145384,11.803129993526259,19.622229194970085
2018-06-04,28.75792567411846,17.390429805724498,22.123230058542877,11.18028321773263,19.41481073413329
2018-06-05,28.006456575874864,17.092630577160207,21.666793167890354,10.962825489617558,18.98988406387126
2018-06-06,27.874179780354424,16.650384059283244,20.664301753742297,10.91931194451709,18.39060786769624
2018-06-07,27.164482735407404,16.8664746496091,20.94786498283457,10.638573131367092,17.626628522157603
2018-06-08,26.906853658737433,16.745533483450878,21.367409529421145,10.664523673450187,17.974466560748596
2018-06-11,27.152671546535636,15.923655078268826,21.7094433561686,11.227600573990568,18.028972873986735
2018-06-12,27.589072560556048,15.928724593247084,21.733484288544165,10.956702577384547,18.14148878365529
2018-06-13,27.865710531307293,15.650709623423507,21.71701409025556,11.103212365377017,17.378998274256784
2018-06-14,28.15292266447013,16.009253096247402,21.525740981283107,11.168177175372385,16.777322932737835
2018-06-15,27.820626570096678,15.791938799567744,21.93225739938928,11.133028545416181,17.13605582710266
2018-06-18,26.92259859816901,16.019256217566227,22.330901756371897,11.100288402151559,17.363691283399717
2018-06-19,27.74573294807341,16.361787305203272,21.678427702853547,11.445302451503395,17.625683546612095
2018-06-20,27.45466919936398,16.612120311068658,21.90895292703696,11.20457022887264,18.37326602364744
2018-06-21,28.135152152380712,16.116281011965334,22.006891407781247,11.263537463587623,19.296268696256696
2018-06-22,28.076116831794813,16.165383464934443,23.523125496471405,11.09586256293475,19.909159909417138
2018-06-25,28.118721378923322,16.567102826881467,23.586490136467987,11.552857108542678,19.89517215516386
2018-06-26,28.04540410895659,16.941724728490428,23.575272799465804,11.432935276967145,19.70736135589731
2018-06-27,28.05940896586511,17.709578915412994,23.733820042937296,11.74241551899499,19.95363021266332
2018-06-28,28.65411932658867,16.926335485917527,23.73046227565351,11.891198816324579,19.558456191441547
2018-06-29,29.37989230704279,17.227747630491507,23.088052804685898,11.90753962293006,19.384570844388286
2018-07-02,30.017166825870547,17.129791660157114,23.533529233630574,12.174868332386515,19.607802185474743
2018-07-03,30.53733425386892,16.257146685829063,24.125899071848544,12.202048877251618,19.87953026294212
2018-07-04,30.160239743977648,16.607105428938986,23.854380959519634,11.922265989183222,20.131641916920067
2018-07-05,30.6553201181624,16.770397543206293,24.13025555867999,12.267831416185478,20.230277588837144
2018-07-06,31.886968070861577,16.840903397649967,24.855125589563965,12.441999219600987,19.865478933379634
2018-07-09,31.971925531481503,16.845289165470664,24.827460557992126,12.566412608581981,19.787491530188138
2018-07-10,31.03973300559224,16.89600852563082,24.93201511636204,12.706338770623496,19.498635254503725
2018-07-11,30.907942986182206,17.43077778989982,24.033454123603544,12.18891789541284,19.728428675885933
2018-07-12,30.635591407092228,17.933733973102505,23.263305995229988,12.87318195815808,19.27586929383422
2018-07-13,30.087854098450414,18.08550134330779,24.030630039241814,12.907275221047183,19.350496282398577
2018-07-16,29.237882728626698,18.438067008110124,24.354203730030633,13.26982814853844,18.90344366355814
2018-07-17,28.47446011959633,18.064278872502364,24.23025443975259,13.244316398685644,19.70202049130706
2018-07-18,28.4442768817487,17.25367551032258,24.563561315599863,13.879496541565683,19.754990463029603
2018-07-19,28.73835352222629,17.957161730846455,23.85496976408966,13.528367319572485,19.738777022915727
2018-07-20,29.257732092993766,18.25343821155444,24.812476928874993,13.393167495808257,20.16535983095894
2018-07-23,29.857722241413466,18.217464332759178,24.436287054070455,13.601660003470691,20.523436462386247
2018-07-24,30.787746869211517,18.12425979918168,25.495123534777985,13.591003175193109,20.17880589050207
2018-07-25,30.371442188447325,17.909833285630775,25.615525196781004,13.837042487786618,20.874520163149164
2018-07-26,30.50799420792303,17.55775383019209,26.889817657231216,13.816038623551608,20.3937086555267
2018-07-27,31.356492757780238,16.984002112798812,27.322041073803256,12.877535365027084,20.25524387718135
2018-07-30,30.36050495940652,16.56322281020003,27.882947399678866,12.692888357637287,20.147176190333138
2018-07-31,30.25444515502187,16.301687236640706,27.42715861750408,12.858717319338744,21.148055504078343
2018-08-01,30.558958680110532,16.146141104428644,26.542054864491924,12.754155874302452,21.419934283359723
2018-08-02,30.257388573639332,16.5949041355596,27.76870933737442,12.63733199173835,21.588662720873412
2018-08-03,30.548600655106014,15.511865392476269,27.555201942298066,12.691126343649131,21.930130546142056
2018-08-06,30.515012497368282,15.645305821625074,26.718951732437795,12.485537624013004,21.38578608287479
2018-08-07,29.846352944902492,15.239614676231623,26.21894364697688,12.663486850960673,21.150096247171643
2018-08-08,29.361808763511302,14.68334424640808,26.792177941081,13.066467262756444,20.358005345477665
2018-08-09,29.754619869046596,14.955292873066359,26.962917768897178,12.729954716884102,20.282275986811392
2018-08-10,29.39525264113206,14.293375394716264,27.016573155801062,12.971501777673534,20.52806990126296
2018-08-13,29.97550238743681,13.412793428058004,27.87815581375193,13.250344223632162,20.19938458556667
2018-08-14,29.698239261681444,13.04196012150619,27.858929735413845,13.02550579815972,20.707799490286924
2018-08-15,29.496713645378378,13.422234764210238,28.37859621602059,12.75056355380346,20.585648330621755
2018-08-16,29.491464170121798,13.3403348451996,28.7618029281682,12.66339462240566,19.877806257725158
2018-08-17,30.050353107138232,13.022704111984131,29.984009479712423,12.793604563984912,20.277301518778888
2018-08-20,29.92246328461264,12.415811142568204,29.86983780808849,12.71329732059791,20.362264713596076
2018-08-21,29.961118414404794,12.570448432275692,30.30993253736599,13.337567524922516,20.37118432844567
2018-08-22,30.33781084661661,13.323670182181349,30.016156132163413,12.930918774762251,20.736384367343028
2018-08-23,30.9488710675866,13.827905386907936,29.55213623718939,13.358783702064905,21.045803225297657
2018-08-24,30.90781386996558,14.478769476430694,29.34962497811015,13.084317388489474,20.469478851364613
2018-08-27,30.623408508919688,14.495346083935024,28.55715780560464,13.116291546319463,20.44005231797392
2018-08-28,30.971412360976238,14.086178451750921,28.50376441456574,13.178172869700226,20.56367372278255
2018-08-29,31.037676264269074,13.699358862567586,29.297263988945186,13.158640837070735,20.640766979235096
2018-08-30,31.322369862743557,13.505880326111612,30.33776709674426,13.359472810240675,20.0666474510899
2018-08-31,30.30416659503445,13.016326707299957,30.402149109629494,13.507671976242932,20.01322645978351
2018-09-03,31.078200117430036,12.089069987953334,30.493588759374447,13.36902611148788,20.558648568656288
2018-09-04,30.68915547668299,12.444013152095467,30.163286468285236,13.337386208657854,20.96883005081781
2018-09-05,31.569519184183868,12.347752349852964,29.99310086475154,13.511009640441632,21.69491180081946
2018-09-06,31.521121444823454,13.017476333354473,29.34367375488687,13.348149341147446,21.87353788462798
2018-09-07,31.179546357693024,13.329739249508263,29.321158435060998,13.167959998605951,22.019934744550838
2018-09-10,31.395673185588635,13.485253574970116,29.316931829543435,13.209531154897842,21.89233021229598
2018-09-11,31.135355152891254,13.652282255519316,30.41916655188596,13.182732161395169,21.573749229521535
2018-09-12,30.16616226517865,13.778441008319454,29.566981446677975,13.125620048631482,21.301820780469004
2018-09-13,30.034916892988683,14.036589678932508,29.54513222564498,13.335852543449132,21.06526877673135
2018-09-14,30.010262563138127,13.848148326166067,29.362753177991415,13.152105337972856,21.238386853897627
2018-09-17,29.247094308505357,13.67202888575765,29.84552027744893,12.851874805607068,20.46500041796689
2018-09-18,28.393418640692246,13.988678400735648,30.07058416062389,12.885034593621711,20.573727208089203
2018-09-19,28.01771157036407,13.9960880471405,29.748687846353427,13.433332705829322,20.66606525847556
2018-09-20,28.02389064296061,14.430876037285238,29.03032467284429,13.570677716971066,20.158585401282647
2018-09-21,27.122578547417554,14.182083965753476,29.364606283241812,13.034659300978579,20.516015082608806
2018-09-24,27.007183462193385,13.434069755265815,28.54846488596253,12.6590364704188,20.514026453651596
2018-09-25,26.765285225892754,13.491532481527962,28.043332851474133,12.72166483078781,20.608748176749327
2018-09-26,26.227322132312572,13.078117748577712,29.423153395687237,13.031993395277368,20.6459940906866
2018-09-27,25.88233920838139,12.87102478918764,29.821842308613633,13.273696466992014,19.466458861802654
2018-09-28,25.563710168416545,12.64582208327782,30.22280089759306,13.222900427520901,19.651152999371018
2018-10-01,25.767696112180094,12.105668556532162,30.208068800030173,13.193258054951183,20.164554226676156
2018-10-02,25.286148303212414,12.419300990270926,31.27698978218183,13.748271023815292,20.262363101122578
2018-10-03,25.98242562858831,12.936921455322691,30.776917497597722,13.635499948546375,19.905733447849492
2018-10-04,26.949672077927836,12.997670235186817,29.71194718813415,13.937259941191952,20.10940765524543
2018-10-05,27.266118195775228,11.844981554960272,29.376075222597947,13.885482668075923,20.69557094686892
2018-10-08,27.446396226720246,12.389185560196111,29.43262848300492,13.948261981615774,20.57691322252973
2018-10-09,28.153872646164388,12.434992884377456,29.24559148868507,13.584435579453519,20.177369523244444
2018-10-10,27.86432997797376,11.881151710440175,30.346951834183262,13.519384837818722,19.7806810880046
2018-10-11,27.663099787396185,13.00358631825329,30.70602269862369,13.659894389223105,18.492764695244556
2018-10-12,28.400226125516078,13.48907456096983,30.770226094678193,13.093371234321868,19.401480964339182
2018-10-15,28.511105691052705,12.820115498944855,30.736517174732498,13.121216346372043,18.980397029731478
2018-10-16,28.881361719920818,12.721941690334695,30.105174446799378,13.455336833585447,18.765242984192405
2018-10-17,29.224085691807595,12.804887239791757,30.23134653595129,13.46425274528455,18.73419970875512
2018-10-18,29.852443419190255,12.884636012415395,30.433071734298352,13.230650005902401,19.053288704364423
2018-10-19,30.517263279493736,12.63437441888393,30.662076077897872,12.889174682112404,18.570072171799918
2018-10-22,30.93729681732202,12.470903444803518,30.732781166862463,12.257348029493834,18.322258077955844
2018-10-23,30.640788258337835,12.59251629408947,30.61015167351766,12.685446650636592,18.07270399833321
2018-10-24,30.02189550644523,12.564986815155407,30.48955339346696,12.73348808444479,17.075063433442146
2018-10-25,29.995384787397683,12.399020685619348,30.989525397154765,12.834218229834836,17.604720274453875
2018-10-26,29.840594721233664,12.74760990384809,30.23749211582035,12.825731625320746,17.628696833903838
2018-10-29,30.13848629886251,12.851502181810229,30.066802081786637,12.971139235012977,18.356278360272974
2018-10-30,30.864829916922165,11.862335973286687,30.50043296452908,12.797913237999165,18.889348975571053
2018-10-31,30.777553080258187,11.954105722265233,31.26957475415457,12.373468327001907,19.294560293759595
2018-11-01,30.328279679293985,12.271824119889057,30.252727651159695,12.812597581736608,18.59475290856598
2018-11-02,31.37052602048371,12.46982253696597,31.07922137053305,12.62573918946665,19.7963159994896
2018-11-05,31.122057429229347,11.69599331129158,31.366875430933554,12.486434126465625,19.452031582003166
2018-11-06,30.886641520192583,10.92290098337697,30.775888445905803,12.808685786245688,19.542817059195965
2018-11-07,31.042909769219346,10.639870056868483,30.86098171288266,12.84942084590523,19.363522962316324
2018-11-08,31.606483909444034,10.63516376108994,30.86863150840147,13.104309031983671,19.16390722356337
2018-11-09,32.1255027335118,10.194622657994742,32.302230494305,13.17369727649973,18.85486723794556
2018-11-12,32.069443043224496,10.287713995619773,31.4856514207619,13.087231360647266,18.953919129659166
2018-11-13,31.985986434210535,10.461089230119759,32.109357804313476,12.878327602923441,18.384436890223913
2018-11-14,31.749344224248908,10.485763761592452,32.84559929211879,12.711524342133757,18.245595198980958
2018-11-15,32.22431217883478,10.593493997608272,32.88945559982727,12.865541967191664,18.46536542295139
2018-11-16,31.70664146929751,10.431958754008981,31.434457777736014,12.520700954479084,18.414268975116414
2018-11-19,31.82435218950112,10.201278386723049,31.42602125392003,12.040197226976572,18.414953362841917
2018-11-20,31.72960580242605,10.320027316505564,32.27295375014331,11.630890407152332,18.09266950350701
2018-11-21,31.683092727186605,10.161452214097157,32.082572734209606,11.374071529962414,18.63656599841999
2018-11-22,32.748284746626915,10.146866965877727,32.73603062734141,11.282207512023732,19.453279175246166
2018-11-23,32.174392998127544,9.302793316572588,33.21744973854077,10.54334977670019,19.86253828372871
2018-11-26,32.04665157758539,9.776394669281967,32.39228388124779,10.992126485699355,19.619451279952024
2018-11-27,32.18509619808509,9.839102287309379,32.31877884283063,11.0650299378642,20.04300399193512
2018-11-28,31.804078044350764,10.690504041380677,33.173361880361604,10.615620291125714,19.353245192250764
2018-11-29,31.48877560952713,10.820249391015032,32.8175590285137,10.591343768615436,19.480345594529716
2018-11-30,31.58731388842359,10.753606075317318,32.908487163433314,10.52368391375514,19.70375690763738
2018-12-03,31.9342288448214,10.881178047803578,31.87526846579275,10.461412043474883,19.694067578450422
2018-12-04,30.749840691711086,11.008439685405618,32.364734390146644,10.32702120480062,19.11841864502777
2018-12-05,30.928532667359356,11.163090052212363,32.629761792038316,9.9779745742286,19.17019094827651
2018-12-06,31.218338210824104,11.802918329769605,32.21502928280082,10.017152088921582,19.026528874471957
2018-12-07,30.09894790691159,11.447469919802733,32.70630553345106,10.229892654205223,18.94125812279365
2018-12-10,29.965389752901316,11.528071819905799,33.08647493071943,10.598163852766163,18.789714159640543
2018-12-11,30.712200026295648,11.700428589074168,32.1355090364302,10.44650455213321,18.635680548956042
2018-12-12,31.741511365567852,11.54694888189851,32.00196670776929,10.457267777835114,18.39079219789056
2018-12-13,32.579062709318194,11.073928934546668,31.857839271344623,10.489396488151003,19.151139165475307
2018-12-14,32.706569263511085,10.600621508718413,31.28212671207976,10.086366041012383,18.624123513524047
2018-12-17,32.926901644169675,11.363670922138533,31.027915219147502,9.727723449128398,18.53065141588766
2018-12-18,33.02128100404412,10.540430424548656,31.061125715687687,9.830430560159687,18.323924460170822
2018-12-19,32.77126436908483,10.675141460221578,30.909427747642304,10.188810641135532,18.868495270764605
2018-12-20,32.596640342133256,10.68693132987989,30.85206100270313,10.035469182342013,19.008819166108704
2018-12-21,32.83831378919436,11.124412391619988,31.499941132627672,10.058017124084474,18.37458472139803
2018-12-24,33.3424629968911,11.062779763174406,32.28721448567105,9.481633661150278,18.693615246707918
2018-12-25,33.76438838379069,12.114366823809084,31.75008522897604,9.704067831232367,17.83104339987402
2018-12-26,33.8705073217334,12.654700963624174,30.658301015835434,9.911354844709638,18.136112349261303
2018-12-27,33.65613624380255,12.669465625779754,29.645861526122545,9.572929766060035,18.016286057347138
2018-12-28,32.63417004808372,12.80265667862886,29.93683502169348,9.498040758685882,17.877738807431875
2018-12-31,32.52917910002317,12.812283504302888,29.33912791213859,9.529989202059422,17.885030029236948
2019-01-01,32.86086463524282,13.103404825277929,29.99250614382731,9.414765735008768,18.017716866818485
2019-01-02,33.44196917064668,13.259575371375496,29.642446048795694,9.620909436618232,18.304701748326597
2019-01-03,33.22504815134767,12.710398631856565,29.04903880815207,9.661669789023211,18.054932269087654
2019-01-04,32.64543510966541,11.931946069837311,27.98142845424178,9.556660729770346,17.25705677905541
2019-01-07,33.09521973778747,12.057486834148124,29.155549758224822,9.4519829914324,16.27146373452981
2019-01-08,32.73287792399225,12.568514818938066,29.279972496802294,8.994867630786025,16.52265727246822
2019-01-09,31.9342659500672,12.314265008006288,28.962477551711114,8.783541687851628,16.2655581958455
2019-01-10,30.823244215076315,12.688579640360574,28.098948857220257,8.740545571723981,16.873988016394627
2019-01-11,31.436682198321495,12.499027810828661,27.582219826108904,8.26688540774667,15.931177631634487
2019-01-14,30.790193839644306,12.408515292978723,27.391311087699695,8.610802462191858,15.556481784557938
2019-01-15,31.488712663071368,12.29189771548712,27.86413379974685,9.168058875053802,16.335603795625335
2019-01-16,31.473179329217196,13.204011720738809,28.444694684840403,8.97189156236533,16.671738518728084
2019-01-17,31.291412729155315,13.412685572251565,28.91112295376197,8.951614281897147,16.502448734688524
2019-01-18,31.135071672075643,13.254195599396306,27.554237429765323,8.845525626372337,17.02928358480732
2019-01-21,31.050538833197336,13.371818333702013,27.4598126476538,8.687796411161202,16.39611167184393
2019-01-22,31.509148740151737,13.936771082181105,27.407074471803686,8.568113374824957,15.774593089988628
2019-01-23,31.724580149292507,13.926929264857481,27.02565515265282,8.70353375761444,16.081661385221814
2019-01-24,31.206981699079492,14.880105325051735,27.056251469366423,8.571503593710112,16.90149828216445
2019-01-25,31.11672702740298,15.453670414794779,27.225445471912327,8.77614956709297,16.915902853378416
2019-01-28,30.642996004587047,16.173694331877776,26.68788405965024,9.086654697988758,17.012451424284915
2019-01-29,30.285113169017258,15.933428955723116,25.98811173321092,9.083197056280609,17.254628893152237
2019-01-30,29.613055574517446,15.575858608303724,25.787017688100995,9.518892442835593,17.18767154318463
2019-01-31,29.683233631787317,15.96117024863762,25.46577868036141,9.474035209379602,16.674983534036578
2019-02-01,29.162328163560847,15.588791160577811,25.047835160871408,9.481023237767827,17.072257429225967
2019-02-04,28.97748003930395,15.068489862451463,24.9154808134509,9.370872893741623,16.883233920740157
2019-02-05,28.38202422027002,14.788089028284237,25.555611497177885,9.610866779995227,17.352975051248766
2019-02-06,28.21331659053029,14.924923608314042,26.018945073464486,9.718258712869986,16.871213613793206
2019-02-07,29.01923261326992,15.000433522468182,25.38466158148225,9.826373433517794,16.762895316331296
2019-02-08,28.844616092418935,14.886997838424753,25.961417498379195,10.099866049884248,16.49766201147135
2019-02-11,28.729039132011472,15.459353842280127,26.49959259337705,10.140533536066734,16.85960971832067
2019-02-12,27.888691831609158,15.49640651262115,26.24275366172921,9.92821281354024,17.34925876033467
2019-02-13,27.549286902702068,14.787441524780315,25.55045464103308,9.621251706919516,17.235444169119845
2019-02-14,26.681864261538013,14.899647174197371,26.12998429894072,9.405555388350004,17.55836417335805
2019-02-15,26.052188516789645,14.865824714906486,25.548547828936908,9.305643396711671,18.171911881842917
2019-02-18,25.427181990786657,14.193618434259122,26.445562888131686,8.926027161262855,17.823135798615304
